age;job;marital;education;balance;housing;loan;contact;duration;campaign;result
40;blue-collar;married;primary;-66;1;0;unknown;288;1;0
32;technician;married;secondary;0;1;0;unknown;176;2;0
29;blue-collar;married;secondary;1;1;0;unknown;215;1;0
36;blue-collar;married;secondary;0;1;0;unknown;337;1;0
55;unemployed;married;tertiary;5345;0;0;unknown;278;1;0
30;blue-collar;divorced;secondary;-209;1;0;unknown;188;2;0
39;admin.;single;secondary;0;1;0;unknown;174;2;0
39;blue-collar;divorced;secondary;42;1;0;unknown;226;2;0
50;blue-collar;divorced;secondary;41;1;0;unknown;190;1;0
44;blue-collar;married;secondary;-99;1;0;unknown;111;2;0
37;technician;single;secondary;17;1;0;unknown;164;1;0
46;admin.;married;primary;276;1;1;unknown;157;2;0
32;technician;single;unknown;-170;0;0;unknown;46;1;0
37;management;single;tertiary;230;1;1;unknown;374;1;0
29;blue-collar;married;secondary;9;1;0;unknown;349;1;0
41;blue-collar;married;secondary;946;1;0;unknown;325;1;0
45;blue-collar;married;primary;1297;1;0;unknown;233;2;0
57;retired;divorced;secondary;-331;1;0;unknown;531;1;0
48;blue-collar;single;secondary;44;1;0;unknown;153;1;0
60;retired;married;secondary;15;0;0;unknown;80;1;0
26;admin.;single;secondary;712;1;0;unknown;232;1;0
58;retired;married;secondary;5435;1;0;unknown;118;1;0
34;admin.;married;secondary;507;1;0;unknown;190;1;0
55;unemployed;divorced;secondary;387;1;0;unknown;918;1;1
41;blue-collar;married;primary;0;1;1;unknown;238;1;0
50;management;divorced;secondary;1716;1;0;unknown;82;1;0
49;entrepreneur;married;secondary;167;1;1;unknown;198;3;0
44;admin.;married;unknown;40;0;1;unknown;160;2;0
44;blue-collar;married;primary;148;1;0;unknown;211;1;0
31;technician;married;secondary;17;1;1;unknown;120;1;0
34;blue-collar;single;tertiary;1011;1;0;unknown;136;1;0
46;management;single;unknown;1527;1;0;unknown;269;1;0
42;management;married;tertiary;744;0;0;unknown;157;1;0
52;admin.;married;secondary;484;1;0;unknown;128;1;0
29;management;single;tertiary;0;1;0;unknown;211;1;0
53;retired;married;primary;136;1;0;unknown;267;2;0
43;blue-collar;married;secondary;1335;1;0;unknown;371;2;0
38;management;married;secondary;517;1;0;unknown;288;2;0
46;management;married;tertiary;459;1;0;unknown;221;1;0
48;management;divorced;unknown;549;1;0;unknown;427;1;0
30;admin.;divorced;secondary;83;1;1;unknown;310;1;0
44;blue-collar;married;primary;213;0;0;unknown;158;1;0
31;housemaid;married;primary;203;1;0;unknown;604;3;0
42;services;single;secondary;518;1;0;unknown;198;1;0
40;management;single;tertiary;3877;1;0;unknown;145;1;0
52;admin.;married;secondary;1236;1;0;unknown;247;1;0
45;blue-collar;divorced;secondary;756;1;0;unknown;179;2;0
48;blue-collar;married;secondary;157;1;0;unknown;73;1;0
45;blue-collar;married;primary;-66;1;0;unknown;263;2;0
34;blue-collar;married;unknown;245;1;0;unknown;13;1;0
34;blue-collar;married;primary;-144;1;0;unknown;79;2;0
46;blue-collar;married;secondary;71;1;0;unknown;416;1;0
49;services;divorced;secondary;505;1;0;unknown;162;1;0
50;technician;married;primary;249;1;0;unknown;129;1;0
34;admin.;single;secondary;0;1;0;unknown;150;1;0
40;unemployed;single;secondary;11;1;0;unknown;43;1;0
36;admin.;married;secondary;639;1;0;unknown;191;1;0
59;blue-collar;divorced;unknown;124;1;0;unknown;26;1;0
45;blue-collar;married;secondary;82;1;0;unknown;250;1;0
36;self-employed;married;tertiary;107;1;0;unknown;146;1;0
56;services;married;secondary;473;1;0;unknown;416;1;0
42;services;divorced;secondary;372;1;1;unknown;121;2;0
30;admin.;married;secondary;46;1;0;unknown;114;2;0
30;student;single;tertiary;34;1;0;unknown;289;1;0
47;self-employed;married;unknown;935;1;0;unknown;225;1;0
33;blue-collar;married;secondary;-10;1;0;unknown;123;1;0
36;admin.;married;secondary;-106;1;0;unknown;130;2;0
39;services;divorced;primary;471;1;0;unknown;161;2;0
56;admin.;divorced;secondary;778;1;0;unknown;149;2;0
39;blue-collar;divorced;unknown;170;1;0;unknown;268;2;0
42;technician;married;secondary;315;1;0;unknown;259;2;0
52;blue-collar;married;secondary;3165;0;0;unknown;26;1;0
36;admin.;divorced;secondary;131;1;0;unknown;153;1;0
35;entrepreneur;married;secondary;204;1;0;unknown;424;2;0
47;technician;married;secondary;83;1;0;unknown;179;2;0
59;services;divorced;secondary;0;1;1;unknown;97;1;0
57;blue-collar;married;primary;5431;1;1;unknown;383;1;0
38;management;married;unknown;1759;1;0;unknown;440;1;0
46;unemployed;married;secondary;-125;1;0;unknown;23;1;0
34;blue-collar;married;secondary;0;0;0;unknown;195;1;0
28;services;single;secondary;5090;1;0;unknown;1297;3;1
38;technician;married;unknown;573;1;0;unknown;87;1;0
56;blue-collar;married;secondary;1602;1;0;unknown;427;1;0
41;blue-collar;single;primary;-137;1;1;unknown;189;1;0
52;technician;married;unknown;0;0;0;unknown;195;1;0
54;services;married;secondary;193;0;0;unknown;179;1;0
61;retired;married;secondary;195;1;1;unknown;179;1;0
53;entrepreneur;married;secondary;288;0;0;unknown;69;1;0
47;technician;married;secondary;19;1;0;unknown;105;2;0
53;blue-collar;married;primary;25;1;0;unknown;266;3;0
46;services;married;secondary;216;1;0;unknown;524;2;0
39;blue-collar;divorced;primary;190;1;1;unknown;96;2;0
56;technician;divorced;secondary;99;1;0;unknown;155;2;0
55;services;divorced;primary;2298;1;0;unknown;162;2;0
44;management;married;tertiary;17;1;0;unknown;352;2;0
37;technician;married;primary;0;1;0;unknown;76;4;0
35;blue-collar;married;primary;0;1;0;unknown;154;2;0
55;blue-collar;married;secondary;840;1;0;unknown;310;2;0
37;services;married;secondary;358;1;0;unknown;390;3;0
30;technician;single;secondary;0;1;0;unknown;369;1;0
37;blue-collar;married;primary;-325;1;1;unknown;112;2;0
36;technician;single;secondary;-15;1;0;unknown;341;3;0
38;technician;married;secondary;581;1;0;unknown;79;1;0
41;admin.;divorced;primary;4070;1;0;unknown;140;2;0
48;retired;married;secondary;74;0;1;unknown;315;1;0
55;services;divorced;secondary;141;1;0;unknown;262;2;0
28;services;divorced;secondary;89;0;0;unknown;174;2;0
54;services;married;secondary;0;1;0;unknown;138;3;0
30;blue-collar;married;secondary;450;0;0;unknown;526;2;0
48;technician;married;tertiary;310;0;0;unknown;135;1;0
31;self-employed;married;secondary;0;1;0;unknown;36;5;0
38;blue-collar;married;secondary;384;1;0;unknown;1906;3;0
37;blue-collar;married;secondary;395;1;0;unknown;219;2;0
37;services;single;unknown;-118;1;0;unknown;147;2;0
56;blue-collar;married;primary;5;1;1;unknown;407;2;0
51;blue-collar;married;secondary;50;1;1;unknown;121;1;0
39;blue-collar;married;secondary;285;1;1;unknown;209;1;0
49;technician;married;unknown;15;0;0;unknown;92;2;0
51;blue-collar;married;primary;653;1;1;unknown;208;1;0
43;self-employed;married;secondary;918;1;0;unknown;193;1;0
32;services;married;secondary;243;1;1;unknown;144;1;0
29;technician;single;tertiary;405;1;0;unknown;65;1;0
48;management;divorced;tertiary;1328;1;0;unknown;339;1;0
55;services;married;primary;255;1;0;unknown;285;1;0
53;blue-collar;married;secondary;3397;1;0;unknown;231;1;0
47;technician;married;unknown;2106;1;0;unknown;168;1;0
39;management;married;tertiary;2877;1;0;unknown;278;1;0
31;blue-collar;single;tertiary;60;1;1;unknown;389;1;0
39;blue-collar;married;primary;2226;1;0;unknown;158;1;0
40;blue-collar;married;primary;2880;1;0;unknown;145;2;0
40;technician;single;unknown;-5;1;0;unknown;78;2;0
48;technician;married;secondary;147;0;0;unknown;142;3;0
33;technician;divorced;secondary;7;1;1;unknown;87;1;0
40;technician;married;secondary;109;1;0;unknown;147;2;0
59;retired;married;primary;-119;1;0;unknown;289;1;0
30;technician;married;secondary;484;1;0;unknown;703;1;1
31;management;single;tertiary;1852;1;0;unknown;170;3;0
35;unemployed;married;secondary;533;1;0;unknown;802;1;0
54;technician;divorced;secondary;21;1;0;unknown;381;2;0
34;admin.;single;unknown;2434;1;0;unknown;218;4;0
32;technician;married;secondary;90;1;1;unknown;57;2;0
56;admin.;divorced;unknown;4246;1;0;unknown;304;2;0
32;admin.;single;tertiary;395;1;0;unknown;241;3;0
42;blue-collar;married;primary;15;1;0;unknown;230;1;0
33;services;married;tertiary;85;0;0;unknown;262;3;0
52;entrepreneur;married;tertiary;-184;1;1;unknown;392;2;0
52;services;married;secondary;660;0;0;unknown;201;2;0
52;blue-collar;divorced;primary;-183;1;0;unknown;145;1;0
30;unemployed;divorced;secondary;1144;1;0;unknown;252;1;0
44;services;divorced;secondary;1;1;0;unknown;235;4;0
35;admin.;married;secondary;69;1;1;unknown;235;2;0
55;management;single;secondary;220;1;0;unknown;328;2;0
33;blue-collar;married;primary;332;1;0;unknown;116;2;0
37;blue-collar;single;secondary;240;1;0;unknown;246;1;0
42;technician;single;secondary;0;1;0;unknown;293;1;0
43;unemployed;married;secondary;0;1;0;unknown;37;2;0
38;entrepreneur;married;tertiary;898;1;0;unknown;132;2;0
37;technician;married;secondary;123;1;1;unknown;530;2;0
31;student;single;secondary;252;1;0;unknown;175;3;0
41;management;married;tertiary;65;1;0;unknown;524;2;0
41;technician;married;secondary;-366;1;1;unknown;29;3;0
29;student;single;secondary;209;1;0;unknown;311;2;0
38;admin.;single;secondary;221;1;0;unknown;211;2;0
44;self-employed;divorced;tertiary;4;1;0;unknown;312;3;0
39;admin.;married;secondary;104;1;0;unknown;412;1;0
28;technician;single;secondary;312;1;0;unknown;392;1;0
33;blue-collar;married;secondary;-349;1;0;unknown;191;1;0
41;services;married;unknown;4;0;0;unknown;284;2;0
40;blue-collar;married;primary;-322;1;1;unknown;144;1;0
29;admin.;married;secondary;-150;1;0;unknown;328;1;0
38;management;married;unknown;1349;1;0;unknown;100;1;0
32;admin.;married;tertiary;281;1;0;unknown;226;1;0
45;services;married;secondary;1259;1;0;unknown;507;1;0
33;admin.;single;secondary;101;1;0;unknown;392;1;0
34;blue-collar;married;secondary;848;1;0;unknown;684;2;0
41;entrepreneur;married;unknown;89;1;0;unknown;333;2;0
41;blue-collar;married;secondary;140;1;0;unknown;311;3;0
35;admin.;single;secondary;148;1;0;unknown;128;2;0
40;technician;single;secondary;200;1;0;unknown;322;2;0
60;self-employed;married;primary;46;1;0;unknown;202;4;0
47;services;divorced;secondary;201;1;0;unknown;92;2;0
46;blue-collar;married;primary;530;1;0;unknown;739;3;0
31;blue-collar;single;secondary;0;1;0;unknown;273;2;0
49;self-employed;married;secondary;1;1;0;unknown;260;3;0
29;blue-collar;married;secondary;43;1;0;unknown;268;2;0
31;management;single;tertiary;-173;1;0;unknown;396;2;0
38;management;married;tertiary;389;1;0;unknown;262;1;0
37;blue-collar;married;primary;215;1;1;unknown;308;3;0
35;technician;married;secondary;-131;1;0;unknown;467;2;0
31;management;single;secondary;783;1;0;unknown;320;1;0
41;admin.;married;secondary;0;1;0;unknown;160;3;0
46;services;married;unknown;80;1;0;unknown;245;2;0
40;services;divorced;secondary;105;1;0;unknown;189;2;0
29;admin.;married;secondary;182;1;1;unknown;477;1;0
49;admin.;married;secondary;82;1;0;unknown;310;1;0
42;management;married;tertiary;0;1;0;unknown;65;3;0
54;services;married;secondary;510;1;0;unknown;196;2;0
40;management;single;tertiary;242;1;0;unknown;221;2;0
53;admin.;married;secondary;244;1;1;unknown;197;2;0
49;management;married;tertiary;92;1;0;unknown;221;2;0
40;blue-collar;married;primary;0;1;0;unknown;64;2;0
29;student;single;secondary;948;1;0;unknown;75;2;0
36;blue-collar;married;primary;23;1;0;unknown;400;2;0
37;technician;married;secondary;710;1;0;unknown;378;3;0
39;services;married;secondary;1205;1;0;unknown;118;2;0
36;technician;married;secondary;368;1;1;unknown;1597;2;1
44;entrepreneur;married;tertiary;1631;1;0;unknown;346;2;0
40;admin.;married;secondary;6;1;0;unknown;60;3;0
49;blue-collar;married;secondary;26;1;0;unknown;276;2;0
30;technician;single;unknown;-48;1;0;unknown;152;2;0
57;management;married;tertiary;2142;1;0;unknown;251;3;0
24;services;single;secondary;77;1;1;unknown;390;2;0
46;blue-collar;married;unknown;401;1;0;unknown;306;2;0
33;admin.;married;secondary;21;0;0;unknown;189;3;0
43;services;divorced;secondary;0;1;0;unknown;125;2;0
43;admin.;single;secondary;-497;1;0;unknown;234;2;0
40;blue-collar;divorced;primary;369;0;0;unknown;79;2;0
44;technician;single;unknown;78;1;0;unknown;13;6;0
35;technician;single;tertiary;226;1;1;unknown;283;3;0
47;technician;married;secondary;503;1;0;unknown;109;2;0
33;blue-collar;married;secondary;372;1;0;unknown;132;2;0
31;admin.;married;secondary;0;1;1;unknown;144;2;0
40;blue-collar;divorced;secondary;0;1;0;unknown;121;2;0
36;entrepreneur;married;tertiary;125;1;0;unknown;95;3;0
56;retired;divorced;primary;4;1;0;unknown;31;3;0
40;admin.;single;unknown;419;1;0;unknown;112;3;0
41;admin.;divorced;secondary;322;1;0;unknown;87;4;0
53;retired;married;secondary;303;1;0;unknown;593;2;0
39;blue-collar;married;secondary;607;1;0;unknown;99;2;0
44;blue-collar;divorced;secondary;579;1;0;unknown;198;2;0
38;admin.;married;secondary;3047;1;0;unknown;285;2;0
54;technician;divorced;secondary;83;1;0;unknown;190;3;0
58;management;married;tertiary;68;1;0;unknown;172;5;0
52;blue-collar;married;primary;58;1;0;unknown;213;3;0
28;admin.;single;secondary;251;1;0;unknown;178;2;0
36;blue-collar;married;secondary;688;1;0;unknown;174;2;0
60;retired;married;primary;364;1;0;unknown;631;2;0
42;services;divorced;secondary;55;1;0;unknown;176;5;0
42;admin.;married;secondary;101;1;0;unknown;32;3;0
44;management;married;tertiary;105;1;0;unknown;1529;2;0
51;blue-collar;divorced;primary;325;1;0;unknown;254;2;0
49;blue-collar;married;primary;198;1;0;unknown;200;2;0
47;entrepreneur;married;unknown;209;1;0;unknown;135;2;0
37;blue-collar;married;secondary;183;1;0;unknown;112;4;0
34;management;married;tertiary;105;1;0;unknown;314;3;0
35;services;married;secondary;109;1;0;unknown;597;3;0
35;blue-collar;single;secondary;376;1;1;unknown;207;3;0
40;blue-collar;married;primary;-7;1;0;unknown;410;2;0
55;technician;married;secondary;0;0;0;unknown;160;3;0
55;retired;married;secondary;143;1;0;unknown;42;3;0
35;management;single;tertiary;550;1;0;unknown;55;2;0
57;blue-collar;married;primary;162;1;0;unknown;155;2;0
53;management;married;tertiary;115;1;0;unknown;336;3;0
41;blue-collar;married;primary;512;1;0;unknown;233;2;0
57;blue-collar;married;unknown;807;1;0;unknown;211;2;0
45;blue-collar;married;unknown;248;1;0;unknown;88;5;0
43;blue-collar;married;primary;1211;1;0;unknown;208;3;0
56;self-employed;married;unknown;7;0;0;unknown;305;2;0
31;entrepreneur;married;tertiary;281;1;0;unknown;206;2;0
37;blue-collar;single;secondary;88;1;0;unknown;128;2;0
30;management;married;tertiary;32;1;0;unknown;122;3;0
30;admin.;single;secondary;115;1;0;unknown;66;3;0
54;blue-collar;married;secondary;254;1;0;unknown;66;2;0
36;management;married;tertiary;144;1;0;unknown;164;2;0
55;unemployed;married;tertiary;383;0;0;unknown;343;3;0
37;admin.;single;secondary;569;1;1;unknown;126;2;0
38;housemaid;married;secondary;0;1;0;unknown;59;3;0
48;admin.;married;secondary;3754;1;0;unknown;249;3;0
55;housemaid;divorced;tertiary;6920;1;0;unknown;406;3;0
59;services;married;secondary;307;1;1;unknown;250;7;0
37;technician;married;secondary;-421;1;0;unknown;183;5;0
33;blue-collar;divorced;secondary;60;0;0;unknown;190;3;0
44;blue-collar;married;primary;67;1;0;unknown;220;2;0
57;technician;married;secondary;402;1;0;unknown;153;3;0
30;self-employed;single;tertiary;800;0;0;unknown;95;2;0
42;technician;married;tertiary;239;1;1;unknown;191;3;0
51;blue-collar;divorced;secondary;421;1;0;unknown;216;2;0
44;admin.;divorced;secondary;161;1;0;unknown;89;2;0
46;technician;married;secondary;289;0;0;unknown;51;3;0
29;student;single;secondary;110;1;0;unknown;169;3;0
39;blue-collar;married;primary;245;1;0;unknown;148;3;0
42;services;married;secondary;0;1;0;unknown;132;3;0
50;blue-collar;married;primary;156;1;0;unknown;117;3;0
42;technician;single;secondary;0;1;0;unknown;275;4;0
39;admin.;married;secondary;20;1;0;unknown;124;2;0
55;technician;single;tertiary;92;1;0;unknown;118;3;0
46;services;married;secondary;89;1;0;unknown;479;2;0
42;blue-collar;married;secondary;166;1;0;unknown;285;3;0
45;management;married;tertiary;103;1;0;unknown;35;4;0
43;blue-collar;married;primary;-454;1;0;unknown;322;2;0
42;admin.;married;secondary;445;1;0;unknown;202;2;0
30;admin.;married;secondary;4;0;0;unknown;172;8;0
47;blue-collar;married;secondary;1001;1;0;unknown;201;4;0
51;services;divorced;secondary;-69;1;0;unknown;216;3;0
38;technician;single;secondary;42;1;0;unknown;195;2;0
57;technician;married;unknown;1617;1;0;unknown;96;2;0
42;management;divorced;tertiary;221;1;0;unknown;720;2;0
32;technician;divorced;secondary;210;1;1;unknown;188;2;0
46;management;married;tertiary;0;0;0;unknown;70;2;0
29;student;single;tertiary;185;1;0;unknown;141;3;0
59;retired;married;secondary;836;1;0;unknown;106;1;0
32;blue-collar;single;secondary;301;1;0;unknown;395;2;0
44;blue-collar;married;primary;503;1;0;unknown;629;2;0
40;retired;married;primary;407;1;0;unknown;502;1;0
31;blue-collar;single;secondary;53;1;0;unknown;446;1;0
46;self-employed;married;tertiary;2303;1;0;unknown;241;1;0
43;management;married;tertiary;144;1;0;unknown;131;3;0
34;services;married;secondary;205;1;0;unknown;312;1;0
39;management;married;tertiary;305;1;0;unknown;275;6;0
30;blue-collar;divorced;secondary;251;1;1;unknown;120;2;0
56;retired;married;secondary;0;1;0;unknown;333;4;0
29;technician;married;secondary;8;0;0;unknown;113;1;0
40;blue-collar;divorced;secondary;139;1;0;unknown;91;1;0
36;services;married;secondary;184;1;0;unknown;128;3;0
37;blue-collar;single;secondary;238;1;0;unknown;200;2;0
35;admin.;married;secondary;0;0;0;unknown;326;1;0
35;blue-collar;married;primary;0;1;0;unknown;292;1;0
47;services;married;primary;222;1;0;unknown;68;1;0
31;services;married;secondary;414;1;0;unknown;215;1;0
56;retired;single;primary;223;1;0;unknown;97;1;0
57;technician;married;secondary;197;0;0;unknown;32;1;0
36;blue-collar;married;secondary;-251;1;0;unknown;162;1;0
45;self-employed;divorced;secondary;-139;1;0;unknown;152;3;0
47;blue-collar;married;unknown;733;1;0;unknown;268;1;0
29;technician;single;tertiary;0;1;0;unknown;104;2;0
57;services;married;secondary;1;0;0;unknown;852;1;0
45;blue-collar;married;primary;97;1;0;unknown;923;3;0
31;blue-collar;single;primary;435;1;0;unknown;159;2;0
31;management;divorced;tertiary;0;1;0;unknown;953;3;0
37;technician;single;tertiary;147;0;0;unknown;416;2;0
30;technician;single;tertiary;3;1;0;unknown;174;1;0
58;services;divorced;secondary;1109;1;1;unknown;180;1;0
33;services;married;secondary;404;1;0;unknown;139;1;0
39;blue-collar;married;primary;981;1;0;unknown;294;1;0
33;blue-collar;single;primary;95;1;0;unknown;102;1;0
34;services;married;secondary;302;1;0;unknown;124;1;0
36;services;divorced;secondary;-290;1;1;unknown;128;1;0
37;services;single;secondary;259;1;0;unknown;130;1;0
35;blue-collar;married;secondary;527;1;1;unknown;143;1;0
55;retired;married;secondary;102;1;0;unknown;74;1;0
